Name,minLevel,maxLevel,Times,LocationTypes,Biome,AntiBiome,Rarity
Turtonator,25,55,ANY,Lava Floor,"minecraft:nether_wastes, minecraft:basalt_deltas, minecraft:crimson_forest, minecraft:soul_sand_valley, minecraft:warped_forest, biomesoplenty:crystalline_chasm, biomesoplenty:erupting_inferno, biomesoplenty:undergrowth, biomesoplenty:visceral_heap, biomesoplenty:withered_abyss, incendium:ash_barrens, incendium:infernal_dunes, incendium:inverted_forest, incendium:quartz_flats, incendium:toxic_heap, incendium:volcanic_deltas, incendium:weeping_valley, incendium:withered_forest, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,8.0
Turtonator,25,55,ANY,Curry,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa, biomesoplenty:volcanic_plains, biomesoplenty:volcano, terralith:ashen_savanna, terralith:basalt_cliffs, terralith:volcanic_crater, terralith:volcanic_peaks",NONE,0.5
Turtwig,10,13,DAY,Land,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:redwood_forest, biomeswevegone:cika_woods, biomeswevegone:redwood_thicket",NONE,10.0
Turtwig,10,13,ANY,Curry,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:redwood_forest, biomeswevegone:cika_woods, biomeswevegone:redwood_thicket",NONE,5.0
Turtwig,10,13,DAY,Grass,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:redwood_forest, biomeswevegone:cika_woods, biomeswevegone:redwood_thicket",NONE,5.0
Tympole,15,24,NIGHT,Water,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:river, terralith:warm_river, terralith:desert_oasis, terralith:red_oasis",NONE,250.0
Tympole,10,25,NIGHT,Old Rod,"minecraft:river, terralith:warm_river, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,130.0
Tympole,10,25,NIGHT,Good Rod,"minecraft:river, terralith:warm_river, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,100.0
Tynamo,5,15,ANY,Old Rod,"minecraft:deep_ocean, minecraft:deep_warm_ocean, minecraft:deep_lukewarm_ocean, minecraft:deep_cold_ocean",NONE,7.0
Tynamo,5,15,ANY,Good Rod,ANY,"minecraft:deep_frozen_ocean, minecraft:deep_cold_ocean, minecraft:deep_ocean, minecraft:deep_lukewarm_ocean, minecraft:frozen_ocean, minecraft:ocean, minecraft:cold_ocean, minecraft:lukewarm_ocean, minecraft:warm_ocean, minecraft:beach, minecraft:snowy_beach, minecraft:stony_shore, biomesoplenty:dune_beach, biomesoplenty:gravel_beach, biomeswevegone:basalt_barrera, biomeswevegone:dacite_shore, biomeswevegone:rainbow_beach, terralith:basalt_cliffs, terralith:gravel_beach, biox:himalayan_shore, mysticsbiomes:lagoon",20.0
Tynamo,20,35,ANY,Good Rod,"minecraft:deep_frozen_ocean, minecraft:deep_cold_ocean, minecraft:deep_ocean, minecraft:deep_lukewarm_ocean, minecraft:frozen_ocean, minecraft:ocean, minecraft:cold_ocean, minecraft:lukewarm_ocean, minecraft:warm_ocean","minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",25.0
Tynamo,5,15,ANY,Old Rod,ANY,"minecraft:deep_frozen_ocean, minecraft:deep_cold_ocean, minecraft:deep_ocean, minecraft:deep_lukewarm_ocean, minecraft:frozen_ocean, minecraft:ocean, minecraft:cold_ocean, minecraft:lukewarm_ocean, minecraft:warm_ocean, minecraft:beach, minecraft:snowy_beach, minecraft:stony_shore, biomesoplenty:dune_beach, biomesoplenty:gravel_beach, biomeswevegone:basalt_barrera, biomeswevegone:dacite_shore, biomeswevegone:rainbow_beach, terralith:basalt_cliffs, terralith:gravel_beach, biox:himalayan_shore, mysticsbiomes:lagoon",5.0
Tynamo,24,38,NIGHT,Water,"minecraft:deep_ocean, minecraft:deep_warm_ocean, minecraft:deep_lukewarm_ocean, minecraft:deep_cold_ocean",NONE,130.0
Tynamo,24,38,ANY,Underground Water,ANY,"pixelmon:drowned_crimson, pixelmon:drowned_dark, pixelmon:drowned_warm, pixelmon:ultra_forest, pixelmon:ultra_deep_sea, pixelmon:ultra_jungle, pixelmon:ultra_plant, pixelmon:ultra_crater, pixelmon:ultra_desert",100.0
TypeNull level:15,ANY,ANY,"DUSK, NIGHT",Indoors,ANY,NONE,2.0
Typhlosion,36,50,DAY,Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,1.0
Typhlosion,36,50,NIGHT,Land,pixelmon:ultra_crater,NONE,1.0
Typhlosion,36,50,DAY,Grass,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,1.0
Typhlosion form:hisuian,36,50,NIGHT,Land,pixelmon:ultra_crater,NONE,0.5
Tyranitar,55,75,NIGHT,Grass,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.1
Tyranitar,55,75,NIGHT,Land,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.1
Tyranitar,ANY,ANY,NIGHT,Land,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.3
Tyranitar,55,75,NIGHT,Land,pixelmon:ultra_crater,NONE,1.0
Tyrantrum,40,55,DAY,Land,pixelmon:ultra_crater,NONE,5.0
Tyrogue,5,15,ANY,Curry,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs",NONE,1.0
Tyrunt,2,35,DAY,Land,pixelmon:ultra_crater,NONE,50.0
Umbreon,45,50,NIGHT,Land,pixelmon:ultra_desert,NONE,25.0
Umbreon,45,50,MIDNIGHT,Land,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa",NONE,0.5
Umbreon,45,50,MIDNIGHT,Grass,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa",NONE,0.5
Umbreon palette:ashen,45,50,AFTERNOON,Land,pixelmon:ultra_desert,NONE,1.0
Umbreon palette:spirit,45,50,NIGHT,Land,ANY,NONE,0.05
Umbreon palette:strike,45,50,NIGHT,Land,pixelmon:ultra_plant,NONE,1.0
Unfezant,33,47,"DAWN, DAY, DUSK",Air,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:snowy_plains, minecraft:ice_spikes, biomesoplenty:tundra, biomeswevegone:crimson_tundra",NONE,0.5
Unfezant,33,47,"DAWN, DAY, DUSK",Grass,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:snowy_plains, minecraft:ice_spikes, biomesoplenty:tundra",NONE,0.5
Unown,2,50,ANY,Manmade,"minecraft:desert, biomesoplenty:dryland, biomesoplenty:lush_desert, biomeswevegone:mojave_desert, biomeswevegone:rugged_badlands, biomeswevegone:windswept_desert, terralith:ancient_sands, terralith:desert_canyon, terralith:desert_oasis, terralith:desert_spires, terralith:lush_desert, terralith:red_oasis, terralith:sandstone_valley",NONE,0.5
Unown,2,50,ANY,Indoors,ANY,NONE,0.5
Unown,2,50,NIGHT,Underground,"minecraft:desert, biomesoplenty:dryland, biomesoplenty:lush_desert, biomeswevegone:mojave_desert, biomeswevegone:rugged_badlands, biomeswevegone:windswept_desert, terralith:ancient_sands, terralith:desert_canyon, terralith:desert_oasis, terralith:desert_spires, terralith:lush_desert, terralith:red_oasis, terralith:sandstone_valley, minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,6.0
Unown,2,50,ANY,Land,"minecraft:the_end, minecraft:small_end_islands, minecraft:end_midlands, minecraft:end_highlands, minecraft:end_barrens, biomesoplenty:end_corruption, biomesoplenty:end_reef, biomesoplenty:end_wilds, nullscape:crystal_peaks, nullscape:shadowlands, nullscape:void_barrens, pixelmon:ultra_desert",NONE,0.5
Ursaluna,50,65,NIGHT,Land,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp",NONE,0.5
Ursaluna,50,65,NIGHT,Land,pixelmon:ultra_forest,NONE,5.0
Ursaring,30,50,ANY,Land,pixelmon:ultra_forest,NONE,50.0
Ursaring,30,60,ANY,Grass,"minecraft:forest, minecraft:flower_forest, minecraft:birch_forest, minecraft:old_growth_birch_forest, minecraft:dark_forest, minecraft:grove, minecraft:taiga, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:coniferous_forest, biomesoplenty:forested_field, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:redwood_forest, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:aspen_boreal, biomeswevegone:black_forest, biomeswevegone:cika_woods, biomeswevegone:coniferous_forest, biomeswevegone:dacite_ridges, biomeswevegone:ebony_woods, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:redwood_thicket, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:birch_taiga, terralith:cloud_forest, terralith:lush_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:shield, terralith:shield_clearing, terralith:siberian_taiga, terralith:skylands_autumn, terralith:skylands_spring, terralith:temperate_highlands, terralith:yellowstone, terralith:yosemite_lowlands",NONE,8.0
Ursaring,30,50,ANY,"Land, Sweet Scent","minecraft:taiga, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:coniferous_forest, biomesoplenty:fir_clearing, biomesoplenty:forested_field, biomeswevegone:canadian_shield, biomeswevegone:cika_woods, biomeswevegone:coniferous_forest, terralith:cloud_forest, terralith:forested_highlands, terralith:shield, terralith:shield_clearing, terralith:siberian_taiga, terralith:skylands_autumn, terralith:yellowstone, terralith:yosemite_lowlands, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:redwood_forest, biomeswevegone:cika_woods, biomeswevegone:redwood_thicket, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods",NONE,8.0
Ursaring,30,45,ANY,Sweet Scent,"minecraft:forest, minecraft:flower_forest, minecraft:birch_forest, minecraft:old_growth_birch_forest, minecraft:dark_forest, minecraft:grove, minecraft:taiga, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:coniferous_forest, biomesoplenty:forested_field, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:redwood_forest, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:aspen_boreal, biomeswevegone:black_forest, biomeswevegone:cika_woods, biomeswevegone:coniferous_forest, biomeswevegone:dacite_ridges, biomeswevegone:ebony_woods, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:redwood_thicket, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:birch_taiga, terralith:cloud_forest, terralith:lush_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:shield, terralith:shield_clearing, terralith:siberian_taiga, terralith:skylands_autumn, terralith:skylands_spring, terralith:temperate_highlands, terralith:yellowstone, terralith:yosemite_lowlands",NONE,5.0
Uxie level:50,ANY,ANY,AFTERNOON,Surface Water,"minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods, terralith:desert_oasis, terralith:red_oasis","terralith:desert_oasis, terralith:red_oasis",2.0
Vanillish,36,46,"DAWN, NIGHT, DUSK","Land, Sweet Scent","minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,30.0
Vanillish,36,46,"DAWN, NIGHT, DUSK",Grass,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,30.0
Vanillish,25,35,ANY,Sweet Scent,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,7.0
Vanillite,20,34,ANY,"Land, Sweet Scent","minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,250.0
Vanillite,20,34,ANY,Curry,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,120.0
Vanillite,5,20,ANY,Sweet Scent,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,100.0
Vanillite,20,34,ANY,Grass,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,250.0
Vanilluxe,48,59,NIGHT,"Land, Sweet Scent","minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,0.1
